user_id,group,adopted,reengaged,converted
5165,control,0,0,0
5166,treatment,0,1,0
5167,control,0,0,0
5168,control,0,0,0
5169,control,0,0,0
5170,treatment,1,0,0
5171,control,0,0,0
5172,treatment,0,0,0
5173,control,0,0,0
5174,control,0,0,0
5175,control,1,0,0
5176,treatment,0,0,0
5177,treatment,0,0,0
5178,control,0,0,0
5179,treatment,0,0,0
5180,treatment,0,0,0
5181,control,0,0,0
5182,treatment,0,1,0
5183,control,0,0,0
5184,treatment,0,0,0
5185,treatment,0,0,0
5186,treatment,0,0,0
5187,treatment,0,0,0
5188,control,0,0,0
5189,treatment,0,1,0
5190,control,0,0,0
5191,control,1,0,0
5192,treatment,0,0,0
5193,treatment,0,0,0
5194,treatment,0,0,0
5195,control,0,0,0
5196,treatment,0,1,0
5197,treatment,1,0,0
5198,control,0,1,0
5199,control,0,1,0
5200,control,0,0,0
5201,control,0,0,0
5202,treatment,0,0,0
5203,treatment,0,0,0
5204,treatment,0,0,0
5205,treatment,0,0,0
5206,control,0,0,0
5207,treatment,1,0,0
5208,control,0,0,0
5209,treatment,0,0,0
5210,control,0,0,0
5211,treatment,1,0,0
5212,control,0,0,0
5213,control,0,0,0
5214,treatment,0,0,0
5215,control,0,0,0
5216,treatment,0,1,0
5217,control,0,1,0
5218,treatment,0,1,0
5219,control,0,1,0
5220,control,0,0,0
5221,control,0,0,0
5222,control,0,0,0
5223,control,1,0,0
5224,control,1,0,0
5225,control,0,0,0
5226,control,0,0,0
5227,treatment,0,0,0
5228,treatment,0,0,0
5229,control,0,0,0
5230,treatment,1,0,0
5231,treatment,0,0,0
5232,control,0,0,0
5233,treatment,1,0,0
5234,control,0,1,0
5235,treatment,0,0,0
5236,control,0,1,0
5237,treatment,0,1,0
5238,treatment,0,0,0
5239,control,0,0,0
5240,control,0,0,0
5241,treatment,1,0,0
5242,control,0,0,0
5243,treatment,0,0,0
5244,treatment,1,0,0
5245,treatment,0,1,0
5246,treatment,0,0,0
5247,treatment,1,0,1
5248,treatment,0,0,0
5249,control,0,0,0
5250,control,0,0,0
5251,control,0,0,0
5252,treatment,0,0,0
5253,treatment,0,0,0
5254,control,0,0,0
5255,treatment,0,0,0
5256,control,0,0,0
5257,control,0,0,0
5258,treatment,0,0,0
5259,control,0,0,0
5260,treatment,0,0,0
5261,control,0,0,0
5262,treatment,1,0,0
5263,treatment,0,0,0
5264,control,0,0,0
5265,treatment,0,1,0
5266,treatment,0,0,0
5267,control,0,0,0
5268,control,0,0,0
5269,treatment,0,0,0
5270,control,0,0,0
5271,control,0,0,0
5272,control,0,0,0
5273,control,0,0,0
5274,treatment,1,0,0
5275,control,0,0,0
5276,control,0,0,0
5277,control,0,0,0
5278,control,0,0,0
5279,treatment,0,0,0
5280,control,1,0,0
5281,treatment,1,0,0
5282,control,0,0,0
5283,control,0,0,0
5284,treatment,0,0,0
5285,control,0,0,0
5286,treatment,0,0,0
5287,treatment,0,0,0
5288,control,0,0,0
5289,control,0,0,0
5290,treatment,1,0,0
5291,control,0,0,0
5292,control,0,0,0
5293,control,0,0,0
5294,control,0,0,0
5295,treatment,0,1,0
5296,control,0,0,0
5297,control,0,0,0
5298,treatment,0,1,0
5299,control,0,0,0
5300,control,0,0,0
5301,treatment,1,0,0
5302,control,0,0,0
5303,treatment,0,0,0
5304,treatment,0,0,0
5305,control,0,0,0
5306,treatment,0,0,0
5307,control,0,0,0
5308,control,0,0,0
5309,treatment,1,0,0
5310,treatment,0,1,0
5311,control,1,0,0
5312,treatment,0,1,0
5313,treatment,0,0,0
5314,treatment,0,1,0
5315,treatment,0,0,0
5316,control,0,1,0
5317,control,0,0,0
5318,treatment,0,0,0
5319,control,0,0,0
5320,treatment,0,0,0
5321,control,0,0,0
5322,control,0,0,0
5323,control,0,0,0
5324,treatment,1,0,0
5325,control,0,1,0
5326,treatment,0,0,0
5327,control,0,0,0
5328,control,0,0,0
5329,control,1,0,0
5330,treatment,0,1,0
5331,control,0,0,0
5332,control,0,0,0
5333,control,0,1,0
5334,control,0,0,0
5335,treatment,0,0,0
5336,treatment,1,0,1
5337,control,0,0,0
5338,treatment,0,1,0
5339,treatment,0,0,0
5340,control,0,0,0
5341,treatment,0,0,0
5342,treatment,0,0,0
5343,control,0,0,0
5344,control,0,0,0
5345,treatment,0,0,0
5346,treatment,1,0,0
5347,control,0,0,0
5348,control,0,1,0
5349,control,0,0,0
5350,treatment,0,1,0
5351,treatment,0,1,0
5352,treatment,0,0,0
5353,control,0,0,0
5354,treatment,1,0,0
5355,treatment,0,1,0
5356,control,0,1,0
5357,control,0,0,0
5358,treatment,1,0,0
5359,treatment,0,0,0
5360,control,0,0,0
5361,treatment,1,0,0
5362,control,0,0,0
5363,treatment,0,1,0
5364,treatment,0,0,0
5365,treatment,1,0,0
5366,treatment,0,1,0
5367,treatment,1,0,0
5368,control,0,0,0
5369,treatment,0,0,0
5370,control,0,0,0
5371,control,0,0,0
5372,control,0,0,0
5373,control,0,0,0
5374,treatment,0,0,0
5375,control,0,0,0
5376,treatment,0,0,0
5377,treatment,1,0,0
5378,control,0,0,0
5379,treatment,1,0,0
5380,control,0,0,0
5381,control,0,0,0
5382,treatment,0,0,0
5383,control,0,0,0
5384,control,0,0,0
5385,treatment,1,0,0
5386,treatment,0,0,0
5387,control,0,1,0
5388,treatment,0,0,0
5389,treatment,0,0,0
5390,treatment,1,0,0
5391,control,0,0,0
5392,treatment,1,0,0
5393,treatment,0,0,0
5394,treatment,1,0,0
5395,treatment,1,0,0
5396,control,0,0,0
5397,control,0,0,0
5398,control,0,0,0
5399,control,0,0,0
5400,treatment,0,0,0
5401,control,0,0,0
5402,treatment,0,0,0
5403,treatment,1,0,0
5404,control,0,0,0
5405,control,0,0,0
5406,treatment,0,0,0
5407,treatment,0,0,0
5408,control,0,0,0
5409,control,0,0,0
5410,treatment,0,0,0
5411,treatment,0,1,0
5412,control,0,1,0
5413,treatment,1,0,1
5414,control,0,0,0
5415,control,0,0,0
5416,control,0,0,0
5417,control,0,0,0
5418,control,0,0,0
5419,control,0,0,0
5420,control,0,0,0
5421,control,0,0,0
5422,control,0,0,0
5423,treatment,0,0,0
5424,control,0,0,0
5425,control,0,0,0
5426,treatment,0,0,0
5427,treatment,0,0,0
5428,control,0,0,0
5429,treatment,1,0,0
5430,treatment,0,0,0
5431,treatment,0,0,0
5432,control,1,0,0
5433,treatment,0,0,0
5434,control,0,0,0
5435,treatment,0,0,0
5436,treatment,0,1,0
5437,control,0,0,0
5438,treatment,0,0,0
5439,control,0,0,0
5440,treatment,0,0,0
5441,control,0,0,0
5442,control,0,0,0
5443,control,0,0,0
5444,treatment,0,0,0
5445,control,0,0,0
5446,control,0,0,0
5447,control,0,0,0
5448,treatment,0,0,0
5449,treatment,0,0,0
5450,control,0,0,0
5451,control,0,0,0
5452,control,0,0,0
5453,control,1,0,0
5454,control,0,0,0
5455,treatment,0,0,0
5456,control,0,0,0
5457,control,0,1,0
5458,control,0,0,0
5459,treatment,0,0,0
5460,treatment,0,0,0
5461,treatment,0,0,0
5462,control,0,0,0
5463,control,0,0,0
5464,control,0,0,0
5465,control,0,0,0
5466,treatment,0,0,0
5467,treatment,1,0,0
5468,treatment,0,0,0
5469,treatment,0,0,0
5470,control,0,0,0
5471,treatment,0,0,0
5472,control,0,0,0
5473,control,0,0,0
5474,treatment,0,0,0
5475,control,0,0,0
5476,control,0,0,0
5477,control,0,1,0
5478,treatment,0,0,0
5479,treatment,1,0,0
5480,control,0,0,0
5481,treatment,0,1,0
5482,control,0,0,0
5483,control,0,0,0
5484,treatment,0,0,0
5485,treatment,0,0,0
5486,treatment,1,0,0
5487,control,0,0,0
5488,treatment,0,0,0
5489,treatment,0,1,0
5490,treatment,0,1,0
5491,control,0,0,0
5492,treatment,0,0,0
5493,treatment,0,0,0
5494,control,0,0,0
5495,control,0,0,0
5496,control,0,0,0
5497,treatment,0,0,0
5498,treatment,0,0,0
5499,treatment,0,0,0
5500,treatment,1,0,0
5501,treatment,1,0,0
5502,control,0,0,0
5503,control,0,0,0
5504,control,0,0,0
5505,control,0,0,0
5506,control,0,0,0
5507,treatment,1,0,0
5508,control,0,0,0
5509,control,0,0,0
5510,control,0,1,0
5511,control,0,0,0
5512,treatment,1,0,0
5513,treatment,1,0,0
5514,treatment,0,0,0
5515,control,0,0,0
5516,treatment,0,0,0
5517,treatment,0,1,0
5518,treatment,0,0,0
5519,control,0,1,0
5520,treatment,0,0,0
5521,treatment,0,0,0
5522,treatment,1,0,0
5523,treatment,0,0,0
5524,control,0,0,0
5525,treatment,0,0,0
5526,control,0,0,0
5527,treatment,1,0,0
5528,control,0,0,0
5529,control,0,0,0
5530,control,0,0,0
5531,treatment,0,0,0
5532,control,0,0,0
5533,treatment,1,0,0
5534,treatment,0,0,0
5535,control,0,0,0
5536,control,0,0,0
5537,control,0,0,0
5538,treatment,0,0,0
5539,treatment,0,0,0
5540,control,0,1,0
5541,control,0,0,0
5542,treatment,0,0,0
5543,treatment,0,0,0
5544,treatment,0,0,0
5545,treatment,0,0,0
5546,control,0,0,0
5547,control,0,0,0
5548,control,0,0,0
5549,control,0,0,0
5550,control,0,0,0
5551,control,0,0,0
5552,control,0,0,0
5553,treatment,0,0,0
5554,treatment,0,0,0
5555,treatment,0,0,0
5556,treatment,1,0,1
5557,control,0,0,0
5558,treatment,1,0,0
5559,control,0,0,0
5560,treatment,1,0,0
5561,control,0,0,0
5562,treatment,0,0,0
5563,control,0,1,0
5564,control,0,0,0
5565,treatment,0,0,0
5566,control,0,0,0
5567,treatment,0,0,0
5568,treatment,0,0,0
5569,treatment,0,0,0
5570,treatment,0,0,0
5571,treatment,1,0,0
5572,control,0,0,0
5573,treatment,1,0,0
5574,treatment,0,0,0
5575,treatment,0,0,0
5576,control,0,0,0
5577,treatment,0,0,0
5578,treatment,0,0,0
5579,treatment,1,0,1
5580,control,0,0,0
5581,control,0,0,0
5582,control,0,0,0
5583,treatment,0,0,0
5584,treatment,0,0,0
5585,control,0,0,0
5586,control,0,0,0
5587,control,0,0,0
5588,control,0,0,0
5589,treatment,0,1,0
5590,treatment,0,0,0
5591,control,0,0,0
5592,treatment,0,1,0
5593,control,0,1,0
5594,treatment,0,0,0
5595,control,0,0,0
5596,control,0,0,0
5597,control,0,0,0
5598,treatment,1,0,0
5599,treatment,0,0,0
5600,treatment,0,1,0
5601,control,0,0,0
5602,control,1,0,0
5603,control,0,0,0
5604,treatment,1,0,0
5605,control,0,0,0
5606,treatment,0,1,0
5607,treatment,1,0,0
5608,treatment,0,0,0
5609,control,0,0,0
5610,control,0,0,0
5611,control,0,0,0
5612,treatment,0,0,0
5613,treatment,0,0,0
5614,control,0,0,0
5615,control,0,0,0
5616,treatment,0,0,0
5617,treatment,0,0,0
5618,control,0,1,0
5619,treatment,1,0,0
5620,control,0,0,0
5621,control,0,0,0
5622,treatment,1,0,0
5623,treatment,1,0,0
5624,treatment,0,0,0
5625,control,0,0,0
5626,treatment,0,0,0
5627,control,0,0,0
5628,control,0,0,0
5629,treatment,1,0,0
5630,control,0,0,0
5631,treatment,0,0,0
5632,treatment,0,1,0
5633,control,1,0,0
5634,control,0,0,0
5635,control,0,0,0
5636,control,0,0,0
5637,treatment,0,0,0
5638,treatment,0,0,0
5639,control,0,0,0
5640,control,0,0,0
5641,treatment,0,0,0
5642,treatment,0,0,0
5643,control,0,1,0
5644,control,0,0,0
5645,treatment,0,0,0
5646,control,0,0,0
5647,control,0,0,0
5648,treatment,1,0,1
5649,treatment,0,0,0
5650,treatment,0,0,0
5651,treatment,0,0,0
5652,treatment,0,0,0
5653,control,0,0,0
5654,control,0,0,0
5655,control,0,0,0
5656,control,0,0,0
5657,treatment,0,0,0
5658,treatment,1,0,0
5659,treatment,0,0,0
5660,treatment,0,0,0
5661,control,0,0,0
5662,control,0,0,0
5663,treatment,0,0,0
5664,treatment,0,0,0
5665,treatment,0,0,0
5666,treatment,1,0,0
5667,treatment,0,0,0
5668,treatment,0,0,0
5669,control,0,0,0
5670,treatment,0,0,0
5671,treatment,0,0,0
5672,control,0,0,0
5673,treatment,0,1,0
5674,control,0,1,0
5675,treatment,1,0,1
5676,control,0,0,0
5677,treatment,0,1,0
5678,control,0,0,0
5679,treatment,1,0,0
5680,control,0,1,0
5681,control,0,0,0
5682,control,0,1,0
5683,treatment,0,0,0
5684,control,0,0,0
5685,control,0,0,0
5686,treatment,1,0,0
5687,treatment,1,0,0
5688,treatment,0,0,0
5689,control,0,0,0
5690,treatment,1,0,0
5691,control,0,0,0
5692,control,0,0,0
5693,treatment,0,0,0
5694,treatment,0,0,0
5695,treatment,0,0,0
5696,control,0,0,0
5697,control,0,0,0
5698,control,0,0,0
5699,treatment,0,0,0
5700,control,0,0,0
5701,control,0,0,0
5702,control,0,0,0
5703,treatment,0,0,0
5704,control,0,0,0
5705,treatment,0,0,0
5706,control,0,0,0
5707,treatment,0,0,0
5708,control,0,0,0
5709,treatment,0,0,0
5710,treatment,0,1,0
5711,control,0,0,0
5712,treatment,1,0,0
5713,control,0,0,0
5714,treatment,1,0,0
5715,treatment,0,0,0
5716,control,0,0,0
5717,control,0,0,0
5718,control,0,0,0
5719,control,0,0,0
5720,control,0,0,0
5721,control,0,0,0
5722,control,0,0,0
5723,treatment,1,0,0
5724,control,0,0,0
5725,control,0,0,0
5726,treatment,0,0,0
5727,control,0,0,0
5728,control,0,0,0
5729,control,0,0,0
5730,treatment,0,0,0
5731,treatment,1,0,0
5732,control,0,0,0
5733,treatment,1,0,0
5734,treatment,0,0,0
5735,treatment,0,0,0
5736,treatment,0,0,0
5737,treatment,0,1,0
5738,control,0,0,0
5739,control,0,0,0
5740,control,0,0,0
5741,treatment,0,0,0
5742,treatment,0,0,0
5743,treatment,1,0,0
5744,treatment,0,1,0
5745,control,0,0,0
5746,treatment,1,0,0
5747,treatment,0,0,0
5748,treatment,0,0,0
5749,treatment,0,0,0
5750,treatment,0,0,0
5751,control,0,0,0
5752,treatment,1,0,0
5753,control,0,0,0
5754,treatment,0,0,0
5755,treatment,1,0,0
5756,control,0,0,0
5757,treatment,0,0,0
5758,control,0,1,0
5759,control,0,0,0
5760,control,0,1,0
5761,treatment,0,0,0
5762,treatment,0,1,0
5763,treatment,0,0,0
5764,control,0,0,0
5765,treatment,0,0,0
5766,treatment,0,0,0
5767,control,0,1,0
5768,control,0,0,0
5769,control,0,0,0
5770,treatment,0,0,0
5771,treatment,0,0,0
5772,treatment,0,0,0
5773,control,0,0,0
5774,treatment,1,0,1
5775,control,1,0,0
5776,control,0,0,0
5777,treatment,1,0,0
5778,control,0,0,0
5779,treatment,0,0,0
5780,control,1,0,0
5781,treatment,0,0,0
5782,control,0,0,0
5783,treatment,0,1,0
5784,control,0,0,0
5785,control,0,0,0
5786,treatment,0,0,0
5787,control,0,0,0
5788,treatment,0,0,0
5789,treatment,0,0,0
5790,control,1,0,0
5791,control,0,0,0
5792,treatment,0,0,0
5793,treatment,0,0,0
5794,treatment,1,0,0
5795,treatment,0,0,0
5796,treatment,0,0,0
5797,control,0,0,0
5798,treatment,1,0,0
5799,treatment,0,0,0
5800,control,0,0,0
5801,control,0,0,0
5802,control,0,0,0
5803,control,0,0,0
5804,treatment,0,1,0
5805,control,0,0,0
5806,control,0,0,0
5807,control,0,0,0
5808,treatment,1,0,0
5809,treatment,1,0,1
5810,control,0,0,0
5811,control,0,0,0
5812,treatment,0,0,0
5813,treatment,0,0,0
5814,control,0,0,0
5815,control,0,0,0
5816,control,0,0,0
5817,control,0,0,0
5818,treatment,1,0,0
5819,treatment,0,0,0
5820,control,0,0,0
5821,treatment,0,1,0
5822,control,0,0,0
5823,treatment,1,0,0
5824,treatment,0,0,0
5825,control,0,1,0
5826,control,0,0,0
5827,treatment,0,0,0
5828,control,0,0,0
5829,control,0,0,0
5830,treatment,0,0,0
5831,treatment,0,0,0
5832,control,0,0,0
5833,treatment,0,0,0
5834,control,0,0,0
5835,treatment,1,0,0
5836,treatment,0,0,0
5837,treatment,1,0,0
5838,control,0,0,0
5839,treatment,1,0,0
5840,treatment,1,0,0
5841,control,0,0,0
5842,control,0,0,0
5843,control,0,0,0
5844,control,0,0,0
5845,treatment,0,0,0
5846,control,0,0,0
5847,control,0,0,0
5848,treatment,1,0,1
5849,control,0,0,0
5850,treatment,0,1,0
5851,control,0,0,0
5852,treatment,0,1,0
5853,treatment,0,0,0
5854,treatment,1,0,0
5855,control,0,1,0
5856,treatment,0,0,0
5857,control,0,0,0
5858,control,0,0,0
5859,control,0,1,0
5860,treatment,0,0,0
5861,control,0,0,0
5862,treatment,1,0,0
5863,control,0,0,0
5864,control,0,0,0
5865,treatment,0,0,0
5866,control,0,1,0
5867,treatment,1,0,0
5868,control,0,0,0
5869,treatment,1,0,0
5870,treatment,0,0,0
5871,control,0,0,0
5872,control,0,0,0
5873,treatment,0,0,0
5874,treatment,0,1,0
5875,control,0,0,0
5876,control,0,0,0
5877,treatment,0,0,0
5878,treatment,0,0,0
5879,control,0,0,0
5880,control,0,0,0
5881,control,0,0,0
5882,treatment,0,0,0
5883,control,0,0,0
5884,treatment,0,0,0
5885,control,0,0,0
5886,control,0,0,0
5887,treatment,0,0,0
5888,treatment,0,0,0
5889,treatment,0,0,0
5890,control,0,0,0
5891,treatment,0,0,0
5892,treatment,0,0,0
5893,control,0,0,0
5894,control,0,0,0
5895,control,0,0,0
5896,control,0,0,0
5897,treatment,0,0,0
5898,control,0,0,0
5899,treatment,0,1,0
5900,treatment,0,1,0
5901,treatment,0,0,0
5902,treatment,0,0,0
5903,control,0,0,0
5904,control,0,0,0
5905,control,0,0,0
5906,treatment,0,0,0
5907,control,0,0,0
5908,treatment,0,1,0
5909,control,0,0,0
5910,control,0,1,0
5911,control,0,0,0
5912,treatment,1,0,0
5913,treatment,1,0,0
5914,control,0,0,0
5915,treatment,1,0,0
5916,control,0,0,0
5917,treatment,0,1,0
5918,treatment,0,0,0
5919,control,0,0,0
5920,treatment,1,0,0
5921,control,0,0,0
5922,treatment,1,0,1
5923,control,0,0,0
5924,treatment,0,0,0
5925,control,0,0,0
5926,treatment,1,0,0
5927,treatment,0,1,0
5928,treatment,1,0,0
5929,treatment,0,0,0
5930,treatment,0,0,0
5931,control,0,0,0
5932,control,0,0,0
5933,control,0,0,0
5934,treatment,0,1,0
5935,control,0,0,0
5936,treatment,0,1,0
5937,treatment,0,1,0
5938,control,0,0,0
5939,control,0,0,0
5940,control,0,0,0
5941,control,0,0,0
5942,control,0,0,0
5943,control,0,0,0
5944,treatment,0,0,0
5945,treatment,0,1,0
5946,control,0,0,0
5947,control,0,0,0
5948,control,0,0,0
5949,treatment,0,0,0
5950,treatment,1,0,1
5951,control,0,0,0
5952,control,0,1,0
5953,treatment,0,0,0
5954,treatment,0,0,0
5955,control,0,0,0
5956,treatment,1,0,1
5957,control,0,0,0
5958,control,0,0,0
5959,treatment,0,1,0
5960,treatment,0,1,0
5961,control,0,0,0
5962,treatment,1,0,0
5963,control,0,0,0
5964,treatment,0,0,0
5965,control,0,0,0
5966,treatment,0,0,0
5967,treatment,0,0,0
5968,control,0,0,0
5969,treatment,0,0,0
5970,treatment,0,0,0
5971,treatment,1,0,0
5972,control,0,0,0
5973,treatment,1,0,0
5974,treatment,0,0,0
5975,control,0,0,0
5976,treatment,1,0,0
5977,control,0,0,0
5978,control,0,1,0
5979,treatment,0,0,0
5980,treatment,0,1,0
5981,treatment,0,0,0
5982,control,0,0,0
5983,treatment,1,0,0
5984,control,0,0,0
5985,control,0,0,0
5986,control,0,0,0
5987,treatment,1,0,1
5988,treatment,0,0,0
5989,treatment,0,0,0
5990,treatment,0,0,0
5991,control,0,0,0
5992,treatment,0,0,0
5993,control,1,0,0
5994,control,0,0,0
5995,control,0,0,0
5996,treatment,0,0,0
5997,treatment,0,0,0
5998,treatment,0,0,0
5999,control,0,1,0
6000,control,0,0,0
6001,treatment,0,1,0
6002,control,0,0,0
6003,treatment,0,1,0
6004,treatment,0,0,0
6005,control,1,0,0
6006,treatment,0,0,0
6007,treatment,0,0,0
6008,control,0,1,0
6009,treatment,0,1,0
6010,control,0,0,0
6011,treatment,0,0,0
6012,treatment,0,0,0
6013,treatment,0,0,0
6014,treatment,1,0,0
6015,control,0,0,0
6016,treatment,0,0,0
6017,control,1,0,0
6018,treatment,1,0,0
6019,treatment,1,0,0
6020,control,1,0,0
6021,control,0,0,0
6022,treatment,0,0,0
6023,treatment,0,0,0
6024,control,0,0,0
6025,control,0,0,0
6026,control,0,0,0
6027,treatment,0,0,0
6028,control,0,0,0
6029,treatment,0,0,0
6030,control,0,0,0
6031,treatment,0,0,0
6032,control,0,0,0
6033,treatment,1,0,0
6034,control,0,0,0
6035,treatment,1,0,0
6036,control,0,0,0
6037,treatment,0,0,0
6038,treatment,1,0,0
6039,control,0,0,0
6040,treatment,0,0,0
6041,treatment,0,1,0
6042,control,0,0,0
6043,control,0,0,0
6044,control,0,0,0
6045,treatment,0,0,0
6046,treatment,0,0,0
6047,control,0,0,0
6048,treatment,0,0,0
6049,treatment,0,0,0
6050,treatment,1,0,0
6051,treatment,1,0,0
6052,treatment,0,0,0
6053,treatment,0,0,0
6054,control,0,0,0
6055,treatment,1,0,1
6056,control,0,0,0
6057,control,0,0,0
6058,control,1,0,1
6059,treatment,0,0,0
6060,treatment,0,0,0
6061,control,0,0,0
6062,control,0,1,0
6063,control,0,0,0
6064,treatment,0,0,0
6065,control,0,0,0
6066,treatment,0,1,0
6067,control,0,0,0
6068,control,0,0,0
6069,control,0,0,0
6070,control,0,0,0
6071,treatment,0,1,0
6072,control,0,0,0
6073,control,1,0,0
6074,control,0,0,0
6075,control,0,0,0
6076,control,0,0,0
6077,control,0,0,0
6078,treatment,0,1,0
6079,treatment,1,0,0
6080,control,0,0,0
6081,control,0,0,0
6082,treatment,0,0,0
6083,control,0,0,0
6084,control,1,0,0
6085,control,0,0,0
6086,control,0,0,0
6087,treatment,0,0,0
6088,control,0,0,0
6089,treatment,0,0,0
6090,control,0,1,0
6091,control,0,0,0
6092,treatment,0,0,0
6093,control,0,0,0
6094,treatment,0,0,0
6095,control,0,0,0
6096,treatment,1,0,1
6097,control,0,1,0
6098,treatment,0,0,0
6099,control,0,1,0
6100,treatment,1,0,0
6101,control,0,0,0
6102,treatment,0,0,0
6103,control,0,1,0
6104,treatment,0,0,0
6105,control,0,0,0
6106,control,0,0,0
6107,control,0,0,0
6108,control,0,0,0
6109,control,0,0,0
6110,treatment,0,1,0
6111,treatment,0,0,0
6112,control,0,0,0
6113,treatment,0,1,0
6114,treatment,1,0,0
6115,control,0,0,0
6116,treatment,1,0,0
6117,treatment,1,0,0
6118,treatment,0,0,0
6119,control,0,0,0
6120,treatment,0,0,0
6121,control,0,0,0
6122,control,0,0,0
6123,control,0,0,0
6124,treatment,0,1,0
6125,treatment,0,1,0
6126,treatment,0,0,0
6127,treatment,1,0,0
6128,control,0,0,0
6129,control,0,0,0
6130,control,0,0,0
6131,control,0,0,0
6132,treatment,1,0,0
6133,treatment,1,0,0
6134,control,0,0,0
6135,control,0,0,0
6136,control,0,0,0
6137,control,0,0,0
6138,treatment,0,0,0
6139,treatment,1,0,0
6140,treatment,0,0,0
6141,control,0,0,0
6142,control,0,0,0
6143,control,0,1,0
6144,treatment,1,0,0
6145,treatment,0,0,0
6146,control,0,0,0
6147,treatment,1,0,0
6148,control,0,0,0
6149,treatment,0,0,0
6150,treatment,1,0,0
6151,treatment,1,0,0
6152,treatment,0,0,0
6153,control,0,0,0
6154,control,0,0,0
6155,control,0,0,0
6156,control,0,0,0
6157,treatment,0,0,0
6158,treatment,0,0,0
6159,control,0,0,0
6160,treatment,0,0,0
6161,control,0,0,0
6162,control,0,0,0
6163,control,0,0,0
6164,control,0,0,0
6165,control,0,0,0
6166,control,0,0,0
6167,control,0,0,0
6168,treatment,1,0,0
6169,control,0,0,0
6170,control,0,0,0
6171,control,0,0,0
6172,treatment,0,0,0
6173,control,0,0,0
6174,treatment,1,0,1
6175,treatment,1,0,0
6176,treatment,0,0,0
6177,treatment,0,0,0
6178,control,0,0,0
6179,control,0,1,0
6180,control,0,1,0
6181,treatment,1,0,0
6182,control,0,0,0
6183,control,0,0,0
6184,treatment,0,0,0
6185,control,0,1,0
6186,treatment,0,0,0
6187,treatment,0,0,0
6188,control,0,0,0
6189,control,0,0,0
6190,control,0,0,0
6191,treatment,0,0,0
6192,treatment,0,0,0
6193,treatment,1,0,0
6194,treatment,0,0,0
6195,treatment,1,0,1
6196,control,0,1,0
6197,control,0,0,0
6198,treatment,0,0,0
6199,control,0,0,0
6200,control,0,0,0
6201,treatment,1,0,0
6202,control,0,0,0
6203,treatment,0,0,0
6204,treatment,1,0,0
6205,control,1,0,0
6206,treatment,0,1,0
6207,control,0,0,0
6208,control,0,0,0
6209,control,0,0,0
6210,control,0,0,0
6211,control,1,0,0
6212,control,0,0,0
6213,control,0,0,0
6214,control,0,0,0
6215,treatment,0,0,0
6216,treatment,0,0,0
6217,control,0,1,0
6218,control,0,0,0
6219,control,1,0,0
6220,control,0,0,0
6221,treatment,1,0,1
6222,treatment,0,0,0
6223,control,0,1,0
6224,control,0,0,0
6225,control,0,0,0
6226,treatment,1,0,0
6227,control,0,0,0
6228,treatment,1,0,1
6229,treatment,0,0,0
6230,control,0,0,0
6231,treatment,0,0,0
6232,treatment,0,0,0
6233,treatment,0,0,0
6234,control,0,0,0
6235,control,0,0,0
6236,treatment,0,0,0
6237,treatment,0,0,0
6238,treatment,1,0,0
6239,treatment,0,0,0
6240,treatment,0,0,0
6241,treatment,0,0,0
6242,control,0,0,0
6243,treatment,0,0,0
6244,treatment,0,0,0
6245,treatment,0,0,0
6246,treatment,0,1,0
6247,control,0,0,0
6248,treatment,0,0,0
6249,treatment,0,0,0
6250,control,0,0,0
6251,control,0,0,0
6252,control,0,0,0
6253,control,0,0,0
6254,control,0,0,0
6255,control,0,0,0
6256,treatment,1,0,1
6257,treatment,0,0,0
6258,treatment,0,0,0
6259,treatment,0,0,0
6260,control,0,0,0
6261,control,0,0,0
6262,treatment,1,0,0
6263,control,0,0,0
6264,treatment,0,0,0
6265,treatment,0,0,0
6266,treatment,1,0,0
6267,treatment,1,0,0
6268,control,0,0,0
6269,control,0,0,0
6270,treatment,0,0,0
6271,control,0,0,0
6272,treatment,0,0,0
6273,control,0,0,0
6274,treatment,0,0,0
6275,treatment,1,0,0
6276,treatment,0,0,0
6277,control,0,0,0
6278,control,0,0,0
6279,treatment,0,0,0
6280,control,0,0,0
6281,treatment,0,0,0
6282,treatment,1,0,0
6283,treatment,1,0,0
6284,treatment,0,0,0
6285,control,0,0,0
6286,treatment,0,0,0
6287,treatment,1,0,0
6288,control,0,0,0
6289,treatment,0,1,0
6290,control,0,0,0
6291,control,0,0,0
6292,control,0,0,0
6293,treatment,1,0,0
6294,control,0,0,0
6295,treatment,0,0,0
6296,treatment,0,0,0
6297,control,0,0,0
6298,control,0,0,0
6299,treatment,0,0,0
6300,control,0,0,0
6301,treatment,0,0,0
6302,control,0,0,0
6303,control,0,0,0
6304,treatment,0,0,0
6305,control,0,0,0
6306,control,0,0,0
6307,control,0,0,0
6308,control,0,0,0
6309,treatment,0,0,0
6310,treatment,0,0,0
6311,control,0,0,0
6312,treatment,1,0,0
6313,treatment,0,0,0
6314,control,0,1,0
6315,control,0,0,0
6316,treatment,0,0,0
6317,treatment,0,0,0
6318,treatment,0,0,0
6319,treatment,0,0,0
6320,control,0,1,0
6321,treatment,1,0,0
6322,treatment,1,0,1
6323,treatment,1,0,1
6324,control,0,0,0
6325,control,0,0,0
6326,control,0,0,0
6327,treatment,0,1,0
6328,control,0,0,0
6329,control,0,0,0
6330,control,0,0,0
6331,control,0,0,0
